Q5VWZ2	P08246	0
Q9Y6D0	P99999	0
O15234	Q9NVH0	0
Q7L8L6	O75489	1
Q6AZY7	P51649	0
Q96CS3	Q07021	0
Q96HY6	Q9Y2X3	1
P39656	Q9NS69	1
Q9Y561	O60704	0
O95210	O95278	1
Q9BVI4	O75380	0
Q96A22	Q10713	0
Q9H4S2	O95202	1
P18887	Q06210	0
O75390	Q01581	1
Q96AG4	Q8N766	1
Q15024	P62508	1
P08247	Q9NQG6	1
O76024	Q9NUM4	0
P54136	Q9Y679	0
Q9Y279	O95470	1
O15118	Q8NBM4	1
Q8NC69	Q969L2	0
P02760	P05067	1
P29966	O00206	0
P20333	Q12816	1
Q9NQC7	Q9NYB0	0
Q15646	Q13503	0
P04839	Q9Y619	0
Q8WVJ2	Q02878	1
P55084	P17405	0
Q96GC9	Q9Y2D5	1
Q6UY14	Q9H8J5	0
Q4G0X4	Q93009	0
P56180	P55060	1
P55081	P28340	1
P08311	P03372	0
P18031	P62244	0
P13671	Q9Y2R9	0
P60903	Q9UHC1	0
P07602	Q03405	1
P27695	Q96A73	1
Q8N5N7	Q9NPL8	0
Q9UNN5	P80370	0
O43240	P11912	0
P28827	Q9UHF1	0
P03915	P22413	0
Q13241	P00749	1
P26367	Q9Y6X8	1
Q9NV88	Q9UBP4	0
P03372	O75864	0
Q9BYJ0	Q9UIU6	0
O15118	P55899	0
Q7Z7K0	P00395	1
P55854	Q8WUX9	0
O00411	Q9NRS4	0
P26012	Q16790	0
Q9BRJ2	Q9Y679	0
P11686	Q14627	0
Q6AZY7	Q7L8L6	0
Q02543	Q9NQ55	1
P00734	Q5T3J3	0
Q96CM3	Q96C36	1
Q07020	P46777	1
P08575	P31323	0
Q9NWW5	Q9Y679	1
Q16854	P05067	1
Q5BVD1	Q8IWB9	1
Q9HCN8	Q9NZQ7	0
Q9P032	P38646	0
Q9P206	Q07021	1
Q96KJ9	P42898	1
Q96GC5	P05067	1
O95831	P27694	1
Q8IUC6	Q92844	1
P62136	Q96ID5	0
P55060	P51843	0
Q8N3V7	P62136	1
O14523	Q13291	0
Q2HXU8	P56181	0
P01008	P04196	1
Q86UE4	Q95460	0
P06748	Q9Y244	0
Q8TDQ0	Q9NPH3	1
P78310	Q6ZSA7	0
P58062	Q02818	0
Q96CM3	P82933	1
Q96NL1	Q9BXB1	0
Q16851	Q9BYD2	0
Q9Y294	Q14207	1
P00480	O75489	1
Q14442	Q3MIP1	1
Q92995	O75489	0
O43920	O95999	0
Q53F39	P55061	1
Q96PQ1	Q01638	1
Q53SF7	P55061	1
O95476	O00165	1
P03372	Q9Y5T5	1
Q9UBG0	O15297	1
P51888	Q14112	1
P40337	O95985	0
P43897	Q9Y399	1
Q13291	Q96S97	1
P55060	P15880	0
