Q9Y618	O75376	1
Q2KHR3	P18583	0
Q14686	Q9Y618	1
P49327	Q9ULL5	1
P46013	Q2KHR3	1
Q9Y618	P21675	0
Q9P2R6	Q9ULD9	1
O75643	P15822	0
P46013	Q8IWI9	1
Q92794	Q92793	1
Q9ULD9	P51610	1
Q9UQ35	Q8IY21	0
O75643	P21675	0
P21675	Q6R327	1
Q92793	Q86UP3	0
Q92793	O75643	1
Q15911	Q86UP3	1
Q8NFD5	Q9UQ35	0
O75165	Q9UQ35	0
Q9UIF9	P26358	1
Q9Y618	Q8IWV8	0
Q9UKJ3	P21675	0
Q13029	Q5VZL5	0
Q92793	P15822	1
Q6R327	O95785	1
P46013	Q9BTC0	1
Q8IYD8	P46013	0
Q13129	Q15648	0
P46013	O75643	1
P21675	Q9P2R6	1
P46013	Q5VZL5	1
P15822	Q15911	1
Q9Y618	Q12830	0
Q7RTP6	Q9H1A4	1
O75376	Q92794	0
Q15911	Q9UGU0	0
P15822	Q14146	0
P21675	O75376	0
Q5T4S7	Q9P2R6	0
Q9BTC0	Q5VW36	1
Q8IY21	Q8N3C0	1
O75376	P26358	1
Q96JM2	O95785	1
O75376	Q9NR09	0
Q8IY92	P51610	1
Q92793	P31629	1
Q9BTC0	P18583	1
Q12830	O75376	1
O75643	Q5T4S7	1
Q9BTC0	P51610	1
Q92793	P10071	1
Q2KHR3	Q9UKJ3	0
Q5VUA4	O75643	0
O75643	O75376	0
Q9NYU2	Q9NRL2	1
P10070	P10071	1
Q8NFD5	O14497	1
P51610	P26358	0
Q9NRL2	O95785	0
Q14686	Q92793	1
Q92793	P46013	0
O14497	Q68CP9	1
Q9UPY3	Q14686	1
Q9NRL2	P21675	0
Q5T4S7	Q9BTC0	0
Q8WYB5	Q92794	1
Q14686	Q15648	1
O75643	Q12830	1
Q9NRL2	Q9UKJ3	0
P21675	P10071	1
O75376	Q9NRL2	1
P46013	Q9UIF9	1
P26358	Q9P2R6	0
Q68CP9	Q8NFD5	1
Q14146	P57071	0
Q9ULL5	O60281	0
P46013	P18583	1
P46013	Q9NYU2	0
P51610	Q9UQ35	0
Q9Y618	Q92793	1
P18583	Q9UQ35	1
O75643	Q9UQ35	1
Q7RTP6	Q5VZL5	0
Q5VZL5	Q9Y618	0
Q9P2R6	Q92794	1
Q9UIF9	P57071	0
Q9UGU0	Q7Z5J4	1
Q14686	P51610	1
Q9C0F0	P51610	1
P46013	P51610	1
Q9NRL2	P15822	0
Q9P2R6	P51610	1
O75376	Q92793	1
P51610	O75376	1
