O75251	Q9BRJ6	0
O95786	Q99742	0
P09622	Q16795	1
Q9H0U6	P62857	0
P67870	P49005	0
Q16795	Q8TBM8	0
Q9BXW4	P30793	0
O00487	Q05639	1
Q03135	O95622	1
O75569	Q96EB6	0
Q8WWV3	P78371	0
O14880	P15954	1
Q9UKX7	Q9UBB9	1
Q8N4H5	Q9NQV6	0
Q5T749	O95402	0
Q9UBX1	Q7Z2G1	0
Q96LL9	Q15800	1
Q92905	P02786	1
Q9NUH8	Q14656	1
Q9NWT8	Q92993	0
Q9UGP4	Q9NXV6	0
Q14241	O15514	1
O75569	Q9NVP1	1
Q9Y468	Q01814	0
O95793	Q9BUJ2	1
Q14197	Q9BZJ8	0
P29374	P14635	1
Q9BV94	Q9HBR0	1
P36544	P62854	0
O14978	P57086	1
O00746	P61970	1
P30040	Q96I36	0
Q99714	O95711	0
Q12948	Q86Y39	1
Q96RE7	Q8WUU5	0
P39210	O95168	1
Q9H8E8	P17028	0
P17987	Q9BU23	0
P58417	Q96S06	0
Q9UF47	Q03135	1
O94761	P42766	1
Q92522	O43918	0
Q7Z7K2	Q96K58	1
Q99598	Q14165	1
P02765	O95402	0
Q5T3I0	Q9H8H2	1
Q16637	P25105	0
O75112	A7XYQ1	1
P61073	Q9GZM5	1
P35268	P62266	1
Q86VZ1	Q8NEW0	1
Q9Y2G8	O75396	1
O60925	Q9Y3C7	1
P29083	Q9Y573	0
Q8TDD1	Q8WUB8	1
Q9BX68	Q9BQ95	1
Q9Y5N1	P43119	0
Q8IWL3	Q7Z4Q2	1
P49848	P59991	0
Q05639	Q9H3R0	1
Q96KC8	Q8IXK0	0
P01106	Q9UGI8	0
Q9NUH8	Q9HD34	0
Q14145	Q8TDV0	1
P61073	Q7Z7E8	0
Q8NBI6	Q9BRP1	1
O43889	Q9BQC6	1
Q16342	P25090	0
P30519	Q6IE81	1
P49711	Q96FF9	0
Q96IF1	Q12906	0
Q9UMR3	Q9HCK5	1
P39019	Q9UL40	1
P62851	O15055	0
P18509	P36969	0
O60885	O43396	1
Q16775	Q2WGJ6	0
Q7Z4Q2	P23528	0
P0C5Z0	P61247	1
Q9Y2R4	Q6ZN55	0
Q6NUN9	O14530	0
P04080	P24385	0
Q92993	Q9H1C4	0
P23769	Q9Y6Q9	1
P29083	P41002	0
Q9Y3C7	O75879	0
Q32M92	Q96S52	1
Q7Z3K3	Q13867	0
P62805	P85037	1
Q13952	Q8N4N3	0
Q7Z7K2	P54132	1
P01106	O75251	0
O75251	Q8N680	0
P37837	Q6NXT4	0
Q9UM22	P54253	0
P62805	P25398	1
P49447	Q8TED1	1
Q9NR30	Q9NP80	0
O95563	P10242	0
P78371	O60756	1
Q86UK7	P07741	0
Q8N680	Q9Y221	1
Q8TDL5	P61073	0
Q16594	P56385	1
P51946	Q9Y5N1	0
Q9NZC7	Q9UI26	0
P27449	Q96B77	1
O95793	P54709	0
P61513	Q13838	0
O94761	Q7L5N1	1
P02775	P48061	1
Q9NQE9	O00585	0
Q8WWI5	P55317	0
Q8IVM8	O75915	1
Q8NHZ7	Q9P2Y4	1
O60762	Q9NQX1	0
O15121	Q92905	0
P49711	Q92499	0
Q96FW1	Q9Y6B2	0
P62805	P62888	0
P55769	P62847	1
Q9NUH8	P61073	0
Q8N4P3	P49368	0
P01591	Q7L5N1	0
Q6P4A7	P26196	0
P35869	P35269	1
Q86YP4	Q96CB8	1
Q01664	Q9H8M2	0
P23368	P31939	1
P40429	P17987	0
P41002	Q16718	1
P09669	Q9UHI5	0
Q8N5K1	P78369	1
O60676	Q9BX68	0
P07737	Q5T0Z8	1
Q9Y2Y4	Q9UEG4	0
O60885	P49450	0
P41002	Q99941	0
P0C5Z0	P23396	1
Q8NDV2	Q99497	0
P25090	P03928	1
Q96BW9	P35269	0
Q96C86	O95139	0
Q15532	Q8ND83	0
O95793	Q92499	1
P07858	Q53GQ0	1
O15446	A2A3N6	0
O95994	P56192	1
Q9UFB7	P26373	1
O75394	Q9BYC9	1
P29371	Q15022	0
P78371	P49368	1
Q9NRE2	P62847	0
O15514	P13667	0
P82912	Q13330	0
P10109	P39748	1
Q8TBX8	P63208	1
P61604	P78334	1
O95994	P62847	1
P62805	Q5SSJ5	1
O00409	Q8IYL3	0
Q13105	Q13118	0
Q96HZ4	O14628	1
O95994	Q9NVP1	1
O14880	Q9Y5L4	1
Q9P2Y4	Q9NX01	1
Q9NPC1	Q9H3S5	1
Q8TDD1	P62266	1
Q99612	Q9NZC7	0
O75251	P62424	0
P61073	Q6P9B9	1
P62633	Q9NR30	1
O15055	P50990	1
Q9NPA1	Q6IQ21	0
Q8WVX9	Q8IY37	0
Q6P9B9	P52435	1
Q9NP55	Q32P28	0
Q5JX71	P60201	1
P10242	P25490	1
Q01664	Q9H4Z2	1
Q01664	P49711	1
Q96MF4	O60832	1
Q9UBB9	Q9NRE2	1
Q8IVM8	Q01814	0
P63279	Q7Z2E3	0
Q8IWL3	Q9BYD6	1
Q3B8N2	P51798	1
P62633	O60832	1
O60885	P50990	1
Q9NWZ8	P78563	0
